company_id,employee_count_band,industry,region,is_personal_email_domain,icp_fit_score,is_customer,was_ever_customer,account_id
CO-0021743,1-10,Public Sector,EMEA,False,22.7,False,False,
CO-0021744,201-1000,Retail/E-commerce,North America,False,50.3,False,False,
CO-0021745,1-10,Public Sector,North America,False,25.1,False,False,
CO-0021746,1-10,Professional Services,EMEA,False,24.6,False,False,
CO-0021747,11-50,Professional Services,North America,False,27.1,False,False,
CO-0021748,11-50,Healthcare,EMEA,False,18.4,False,False,
CO-0021749,11-50,Technology/SaaS,APAC,False,37.3,False,False,
CO-0021750,1-10,Professional Services,North America,False,18.9,False,False,
CO-0021751,51-200,Retail/E-commerce,LATAM,False,31.5,False,False,
CO-0021752,1-10,Healthcare,North America,False,32.8,False,False,
CO-0021753,1001-5000,Logistics/Supply Chain,North America,False,64.2,False,False,
CO-0021754,1-10,Professional Services,EMEA,True,9.1,False,False,
CO-0021755,1-10,Retail/E-commerce,North America,False,16.6,False,False,
CO-0021756,11-50,Logistics/Supply Chain,North America,False,16.7,False,False,
CO-0021757,1-10,Professional Services,North America,False,16.1,False,False,
CO-0021758,11-50,Technology/SaaS,North America,False,43.2,False,False,
CO-0021759,1-10,Education,North America,False,28.7,True,True,ACC-002325
CO-0021760,1-10,Retail/E-commerce,EMEA,False,6.8,False,False,
CO-0021761,1-10,Professional Services,North America,False,21.6,False,False,
CO-0021762,1-10,Healthcare,North America,True,25.8,False,False,
CO-0021763,1-10,Technology/SaaS,APAC,False,29.8,False,False,
CO-0021764,1-10,Technology/SaaS,North America,False,30.2,False,False,
CO-0021765,1-10,Professional Services,North America,True,21.5,False,False,
CO-0021766,51-200,Manufacturing,EMEA,False,42.1,False,False,
CO-0021767,51-200,Technology/SaaS,EMEA,False,40.7,False,False,
CO-0021768,1-10,Media/Entertainment,EMEA,False,16.2,False,False,
CO-0021769,1-10,Professional Services,EMEA,False,14.9,False,False,
CO-0021770,1-10,Professional Services,North America,False,3.0,False,False,
CO-0021771,1-10,Financial Services,EMEA,False,24.2,False,False,
CO-0021772,11-50,Retail/E-commerce,North America,False,39.0,False,False,
CO-0021773,1-10,Retail/E-commerce,North America,False,25.1,False,False,
CO-0021774,1001-5000,Healthcare,APAC,False,78.1,False,False,
CO-0021775,51-200,Education,North America,False,42.9,False,False,
CO-0021776,1-10,Logistics/Supply Chain,North America,False,21.2,False,False,
CO-0021777,1-10,Retail/E-commerce,EMEA,False,10.1,False,False,
CO-0021778,1-10,Financial Services,EMEA,False,33.1,False,False,
CO-0021779,1-10,Technology/SaaS,North America,False,38.4,False,False,
CO-0021780,11-50,Logistics/Supply Chain,EMEA,False,29.9,False,False,
CO-0021781,1-10,Financial Services,North America,False,40.3,False,False,
CO-0021782,1-10,Public Sector,EMEA,False,20.7,False,False,
CO-0021783,1-10,Healthcare,North America,False,19.7,False,False,
CO-0021784,11-50,Retail/E-commerce,North America,False,34.5,False,False,
CO-0021785,1-10,Retail/E-commerce,EMEA,False,17.6,False,False,
CO-0021786,1001-5000,Technology/SaaS,North America,False,69.8,False,False,
CO-0021787,1-10,Education,North America,False,20.3,False,False,
CO-0021788,1-10,Education,EMEA,False,21.0,False,False,
CO-0021789,11-50,Retail/E-commerce,North America,False,21.6,False,False,
CO-0021790,11-50,Professional Services,North America,False,29.8,False,False,
CO-0021791,1-10,Logistics/Supply Chain,North America,True,21.7,False,False,
CO-0021792,11-50,Education,EMEA,False,28.4,False,False,
CO-0021793,1-10,Public Sector,EMEA,False,22.4,True,True,ACC-004361
CO-0021794,1-10,Technology/SaaS,North America,False,18.3,False,False,
CO-0021795,1-10,Manufacturing,North America,False,14.7,False,False,
CO-0021796,11-50,Logistics/Supply Chain,APAC,False,25.3,False,False,
CO-0021797,11-50,Professional Services,APAC,False,12.5,False,False,
CO-0021798,11-50,Professional Services,North America,False,23.5,False,False,
CO-0021799,1001-5000,Professional Services,North America,False,61.1,False,False,
CO-0021800,11-50,Public Sector,APAC,False,23.5,False,False,
CO-0021801,201-1000,Education,North America,False,49.0,False,False,
CO-0021802,1-10,Public Sector,North America,False,28.9,False,False,
CO-0021803,11-50,Healthcare,APAC,False,20.2,False,False,
CO-0021804,11-50,Manufacturing,EMEA,False,22.3,False,False,
CO-0021805,1-10,Public Sector,EMEA,False,30.9,False,False,
CO-0021806,1-10,Professional Services,EMEA,False,21.8,False,False,
CO-0021807,11-50,Technology/SaaS,North America,False,37.7,False,False,
CO-0021808,1-10,Professional Services,EMEA,False,8.8,False,False,
CO-0021809,1-10,Professional Services,EMEA,False,23.0,False,False,
CO-0021810,51-200,Manufacturing,North America,False,35.3,False,False,
CO-0021811,11-50,Retail/E-commerce,EMEA,False,2.4,False,False,
CO-0021812,1-10,Technology/SaaS,North America,False,30.5,False,False,
CO-0021813,1-10,Healthcare,North America,False,26.6,False,False,
CO-0021814,201-1000,Professional Services,North America,False,57.7,False,False,
CO-0021815,1001-5000,Technology/SaaS,EMEA,False,72.5,False,False,
CO-0021816,11-50,Financial Services,EMEA,False,34.3,False,False,
CO-0021817,1-10,Logistics/Supply Chain,North America,False,26.1,False,False,
CO-0021818,1-10,Financial Services,EMEA,False,32.1,False,False,
CO-0021819,1-10,Financial Services,APAC,False,19.3,False,False,
CO-0021820,51-200,Professional Services,LATAM,False,28.8,False,False,
CO-0021821,11-50,Technology/SaaS,North America,False,31.8,False,False,
CO-0021822,51-200,Manufacturing,LATAM,False,35.6,False,False,
CO-0021823,1-10,Logistics/Supply Chain,APAC,False,23.0,False,False,
CO-0021824,201-1000,Retail/E-commerce,North America,False,43.7,False,False,
CO-0021825,1-10,Technology/SaaS,EMEA,True,14.1,False,False,
CO-0021826,1-10,Professional Services,North America,False,14.2,False,False,
CO-0021827,11-50,Healthcare,APAC,False,13.7,False,False,
CO-0021828,11-50,Technology/SaaS,North America,False,32.6,False,False,
CO-0021829,201-1000,Public Sector,EMEA,False,36.2,True,True,ACC-003318
CO-0021830,11-50,Financial Services,EMEA,False,26.1,False,False,
CO-0021831,201-1000,Manufacturing,North America,False,55.7,False,False,
CO-0021832,1-10,Manufacturing,North America,False,24.9,False,False,
CO-0021833,1-10,Manufacturing,North America,False,29.6,False,False,
CO-0021834,1-10,Manufacturing,APAC,False,18.5,False,False,
CO-0021835,1-10,Financial Services,North America,False,36.7,False,False,
CO-0021836,51-200,Manufacturing,APAC,False,42.2,False,False,
CO-0021837,1-10,Technology/SaaS,APAC,True,31.6,False,False,
CO-0021838,1-10,Public Sector,APAC,False,25.9,False,False,
CO-0021839,1-10,Media/Entertainment,EMEA,True,17.5,False,False,
CO-0021840,51-200,Professional Services,APAC,False,32.5,False,False,
CO-0021841,201-1000,Education,EMEA,False,36.0,False,False,
CO-0021842,51-200,Public Sector,EMEA,False,36.1,False,False,
CO-0021843,1-10,Retail/E-commerce,North America,False,12.0,False,False,
CO-0021844,11-50,Media/Entertainment,North America,False,14.5,False,False,
CO-0021845,1-10,Technology/SaaS,North America,False,30.9,False,False,
CO-0021846,201-1000,Public Sector,North America,False,54.7,False,False,
CO-0021847,1-10,Education,North America,False,8.3,False,False,
CO-0021848,1001-5000,Professional Services,APAC,False,49.9,False,False,
CO-0021849,51-200,Retail/E-commerce,North America,False,20.4,True,True,ACC-003116
CO-0021850,51-200,Logistics/Supply Chain,North America,False,41.5,False,False,
CO-0021851,51-200,Financial Services,North America,False,43.3,False,False,
CO-0021852,1-10,Media/Entertainment,North America,False,5.9,False,False,
CO-0021853,1-10,Technology/SaaS,North America,False,27.6,False,False,
CO-0021854,1-10,Financial Services,LATAM,True,20.5,False,False,
CO-0021855,1-10,Retail/E-commerce,North America,False,7.4,False,False,
CO-0021856,51-200,Financial Services,North America,False,41.9,False,False,
CO-0021857,11-50,Logistics/Supply Chain,North America,False,34.7,False,False,
CO-0021858,201-1000,Professional Services,North America,False,46.9,False,False,
CO-0021859,201-1000,Professional Services,EMEA,False,48.3,False,False,
CO-0021860,1-10,Retail/E-commerce,APAC,False,18.8,False,False,
CO-0021861,1-10,Media/Entertainment,North America,False,20.0,False,False,
CO-0021862,1-10,Media/Entertainment,LATAM,True,13.6,False,False,
CO-0021863,1-10,Media/Entertainment,EMEA,False,17.6,False,False,
CO-0021864,11-50,Education,North America,False,12.4,False,False,
CO-0021865,51-200,Retail/E-commerce,EMEA,False,23.1,False,False,
CO-0021866,51-200,Retail/E-commerce,APAC,False,47.4,False,False,
CO-0021867,11-50,Professional Services,North America,False,14.0,False,False,
CO-0021868,51-200,Manufacturing,North America,False,49.2,False,False,
CO-0021869,11-50,Professional Services,APAC,False,28.1,False,False,
CO-0021870,5001-20000,Technology/SaaS,EMEA,False,72.4,False,False,
CO-0021871,51-200,Media/Entertainment,North America,False,39.7,False,False,
CO-0021872,51-200,Financial Services,LATAM,False,45.3,False,False,
CO-0021873,1-10,Professional Services,North America,False,19.8,False,False,
CO-0021874,51-200,Logistics/Supply Chain,North America,False,44.4,False,False,
CO-0021875,1-10,Professional Services,North America,False,12.7,False,False,
CO-0021876,1-10,Financial Services,EMEA,False,19.9,False,False,
CO-0021877,11-50,Retail/E-commerce,North America,False,40.2,False,False,
CO-0021878,1-10,Retail/E-commerce,North America,True,10.9,False,False,
CO-0021879,1-10,Retail/E-commerce,EMEA,False,12.8,False,False,
CO-0021880,1-10,Manufacturing,North America,False,34.6,True,True,ACC-003557
CO-0021881,51-200,Education,APAC,False,26.2,False,False,
CO-0021882,11-50,Healthcare,EMEA,False,30.0,False,False,
CO-0021883,1001-5000,Technology/SaaS,EMEA,False,66.8,False,False,
CO-0021884,51-200,Logistics/Supply Chain,North America,False,37.5,False,False,
CO-0021885,1-10,Manufacturing,APAC,False,12.6,False,False,
CO-0021886,51-200,Technology/SaaS,North America,False,40.0,False,False,
CO-0021887,11-50,Technology/SaaS,North America,False,44.3,False,False,
CO-0021888,1-10,Technology/SaaS,North America,False,22.7,False,False,
CO-0021889,1001-5000,Retail/E-commerce,EMEA,False,52.1,False,False,
CO-0021890,201-1000,Public Sector,EMEA,False,64.9,False,False,
CO-0021891,1-10,Healthcare,North America,False,16.7,False,False,
CO-0021892,51-200,Retail/E-commerce,North America,False,39.2,True,True,ACC-006874
CO-0021893,1-10,Financial Services,LATAM,False,26.1,False,False,
CO-0021894,201-1000,Professional Services,North America,False,37.7,False,False,
CO-0021895,11-50,Logistics/Supply Chain,APAC,False,19.8,False,False,
CO-0021896,1-10,Professional Services,North America,False,21.8,False,False,
CO-0021897,51-200,Retail/E-commerce,North America,False,37.8,True,True,ACC-001820
CO-0021898,11-50,Media/Entertainment,North America,False,18.7,False,False,
CO-0021899,1-10,Professional Services,EMEA,False,2.5,False,False,
CO-0021900,51-200,Retail/E-commerce,North America,False,34.9,True,True,ACC-007428
CO-0021901,51-200,Technology/SaaS,North America,False,46.6,False,False,
CO-0021902,11-50,Retail/E-commerce,North America,False,21.2,False,False,
CO-0021903,51-200,Technology/SaaS,North America,False,38.3,True,True,ACC-007637
CO-0021904,1-10,Technology/SaaS,EMEA,False,20.6,False,False,
CO-0021905,1-10,Healthcare,APAC,False,29.5,False,False,
CO-0021906,11-50,Technology/SaaS,North America,False,33.7,False,False,
CO-0021907,1-10,Financial Services,EMEA,False,34.2,False,False,
CO-0021908,11-50,Retail/E-commerce,EMEA,False,25.9,False,False,
CO-0021909,201-1000,Manufacturing,North America,False,63.8,False,False,
CO-0021910,51-200,Professional Services,North America,False,47.8,False,False,
CO-0021911,11-50,Technology/SaaS,EMEA,False,35.5,False,False,
CO-0021912,11-50,Media/Entertainment,North America,False,28.0,False,False,
CO-0021913,201-1000,Financial Services,EMEA,False,71.7,False,False,
CO-0021914,201-1000,Media/Entertainment,EMEA,False,47.6,False,False,
CO-0021915,1-10,Professional Services,North America,False,15.2,False,False,
CO-0021916,11-50,Logistics/Supply Chain,APAC,False,29.6,False,False,
CO-0021917,1-10,Media/Entertainment,North America,True,9.2,False,False,
CO-0021918,1-10,Technology/SaaS,North America,False,29.7,False,False,
CO-0021919,1-10,Logistics/Supply Chain,EMEA,False,15.4,False,False,
CO-0021920,11-50,Professional Services,EMEA,False,35.3,False,False,
CO-0021921,51-200,Professional Services,APAC,False,31.1,False,False,
CO-0021922,201-1000,Retail/E-commerce,EMEA,False,53.9,False,False,
CO-0021923,1-10,Professional Services,EMEA,False,13.5,False,False,
CO-0021924,1-10,Professional Services,North America,False,37.1,False,False,
CO-0021925,1-10,Logistics/Supply Chain,North America,False,27.7,False,False,
CO-0021926,1-10,Healthcare,North America,True,25.4,False,False,
CO-0021927,1-10,Logistics/Supply Chain,North America,False,21.4,False,False,
CO-0021928,1001-5000,Retail/E-commerce,North America,False,61.4,False,False,
CO-0021929,1-10,Logistics/Supply Chain,North America,False,23.3,False,False,
CO-0021930,51-200,Manufacturing,EMEA,False,49.4,False,False,
CO-0021931,1-10,Technology/SaaS,North America,False,26.5,False,False,
CO-0021932,11-50,Technology/SaaS,North America,False,38.3,False,False,
CO-0021933,201-1000,Public Sector,EMEA,False,64.7,False,False,
CO-0021934,201-1000,Professional Services,EMEA,False,56.3,False,False,
CO-0021935,1-10,Education,North America,False,15.9,False,False,
CO-0021936,201-1000,Education,North America,False,42.2,False,False,
CO-0021937,1-10,Professional Services,North America,False,11.9,False,False,
CO-0021938,51-200,Media/Entertainment,North America,False,42.8,False,False,
CO-0021939,1-10,Financial Services,LATAM,True,21.5,False,False,
CO-0021940,11-50,Technology/SaaS,North America,False,30.8,False,False,
CO-0021941,51-200,Professional Services,North America,False,43.8,False,False,
CO-0021942,51-200,Retail/E-commerce,APAC,False,26.9,False,False,
CO-0021943,51-200,Retail/E-commerce,APAC,False,15.6,False,False,
CO-0021944,1-10,Public Sector,North America,False,25.2,False,False,
CO-0021945,201-1000,Technology/SaaS,North America,False,59.7,False,False,
CO-0021946,1-10,Logistics/Supply Chain,North America,False,26.5,False,False,
CO-0021947,1-10,Public Sector,APAC,False,22.4,True,True,ACC-005941
CO-0021948,1-10,Technology/SaaS,North America,False,17.4,False,False,
CO-0021949,1-10,Manufacturing,North America,True,24.7,False,False,
CO-0021950,1-10,Public Sector,North America,False,25.2,False,False,
CO-0021951,11-50,Manufacturing,EMEA,False,21.8,False,False,
CO-0021952,1-10,Professional Services,North America,False,14.2,False,False,
CO-0021953,11-50,Manufacturing,EMEA,False,44.4,False,False,
CO-0021954,1-10,Financial Services,EMEA,True,30.8,False,False,
CO-0021955,51-200,Education,North America,False,28.5,False,False,
CO-0021956,1-10,Retail/E-commerce,APAC,False,12.8,False,False,
CO-0021957,1-10,Logistics/Supply Chain,EMEA,False,49.0,False,False,
CO-0021958,11-50,Healthcare,North America,False,29.8,False,False,
CO-0021959,201-1000,Healthcare,North America,False,49.0,False,False,
CO-0021960,5001-20000,Professional Services,North America,False,67.5,False,False,
CO-0021961,1-10,Logistics/Supply Chain,APAC,False,24.1,False,False,
CO-0021962,1001-5000,Healthcare,EMEA,False,62.6,False,False,
CO-0021963,11-50,Healthcare,APAC,False,23.0,True,True,ACC-003704
CO-0021964,201-1000,Public Sector,EMEA,False,44.6,False,False,
CO-0021965,1-10,Education,North America,False,23.7,False,False,
CO-0021966,1-10,Public Sector,North America,False,29.3,False,False,
CO-0021967,1-10,Logistics/Supply Chain,North America,True,23.2,False,False,
CO-0021968,51-200,Financial Services,LATAM,False,36.0,True,True,ACC-001323
CO-0021969,1-10,Media/Entertainment,North America,False,3.5,False,False,
CO-0021970,1-10,Manufacturing,EMEA,False,23.1,False,False,
CO-0021971,11-50,Retail/E-commerce,North America,False,18.7,False,False,
CO-0021972,1001-5000,Logistics/Supply Chain,APAC,False,63.0,False,False,
CO-0021973,11-50,Retail/E-commerce,North America,False,22.2,False,False,
CO-0021974,51-200,Healthcare,North America,False,40.0,False,False,
CO-0021975,1-10,Media/Entertainment,North America,False,10.4,False,False,
CO-0021976,201-1000,Technology/SaaS,North America,False,50.6,False,False,
CO-0021977,1-10,Financial Services,North America,False,32.0,False,False,
CO-0021978,1-10,Healthcare,North America,False,22.6,True,True,ACC-007215
CO-0021979,11-50,Media/Entertainment,North America,False,21.8,False,False,
CO-0021980,1-10,Financial Services,North America,False,35.9,False,False,
CO-0021981,11-50,Technology/SaaS,North America,False,15.6,False,False,
CO-0021982,11-50,Logistics/Supply Chain,North America,False,18.5,False,False,
CO-0021983,1-10,Professional Services,North America,False,21.2,False,False,
CO-0021984,1-10,Education,APAC,False,5.7,False,False,
